Implementing agency,Sourcing Agency,Local partner agency,Agency / Local contact name,Agency / Local contact email,Agency / Local contact phone #,District,VDC / Municipalities,Municipal Ward,Action type,Action description,Targeting,# Items / # Man-hours / NPR,Total Number Households,Average cost per households (NPR),Female headed households,Vulnerable Caste / Ethnicity households ,Activity Status,Start date,Completion Date,Additional Comments,Last Update,Priority,Hard to Reach Access Methods,Shelter Cluster Hub,District HLCIT Code,VDC / Municipality HLCIT Code,UID,UNOCHA Activity Categories
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gangkhu,7,Shelter,Tarpaulin,Targeted group,147,147,2400,,,Completed,22/05/2015,22/05/2015,Tarpaulin distribution  does not include NFI kits.,26/09/2015,TRUE,,West,524 3 07 36,524 3 07 36 5 028,CARESSICDCGorkhaGangkhu7ShelterTarpaulin147147,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gangkhu,8,Shelter,Tarpaulin,Targeted group,33,33,2400,,,Completed,06/05/2015,06/05/2015,Tarpaulin distribution  does not include NFI kits.,26/09/2015,TRUE,,West,524 3 07 36,524 3 07 36 5 028,CARESSICDCGorkhaGangkhu8ShelterTarpaulin3333,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gangkhu,9,Shelter,Tarpaulin,Targeted group,31,31,2400,,,Completed,05/05/2015,05/05/2015,Tarpaulin distribution  does not include NFI kits.,26/09/2015,TRUE,,West,524 3 07 36,524 3 07 36 5 028,CARESSICDCGorkhaGangkhu9ShelterTarpaulin3131,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,1,Shelter,CGI Bundle (72ft/bundle),All / Blanket,128,64,11772,12,,Completed,14/06/2015,18/06/2015,2 bundles of CGI is distributed,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda1ShelterCGI Bundle (72ft/bundle)12864,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,2,Shelter,CGI Bundle (72ft/bundle),All / Blanket,110,55,11772,8,,Completed,14/06/2015,18/06/2015,2 bundles of CGI is distributed,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda2ShelterCGI Bundle (72ft/bundle)11055,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,3,Shelter,CGI Bundle (72ft/bundle),All / Blanket,132,66,11772,15,,Completed,14/06/2015,18/06/2015,2 bundles of CGI is distributed,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda3ShelterCGI Bundle (72ft/bundle)13266,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,4,Shelter,CGI Bundle (72ft/bundle),All / Blanket,94,47,11772,0,,Completed,14/06/2015,18/06/2015,2 bundles of CGI is distributed,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda4ShelterCGI Bundle (72ft/bundle)9447,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,5,Shelter,CGI Bundle (72ft/bundle),All / Blanket,330,165,11772,10,,Completed,14/06/2015,30/07/2015,2 bundles of CGI is distributed,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda5ShelterCGI Bundle (72ft/bundle)330165,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,6,Shelter,CGI Bundle (72ft/bundle),All / Blanket,142,71,11772,4,,Completed,14/06/2015,30/07/2015,2 bundles of CGI is distributed,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda6ShelterCGI Bundle (72ft/bundle)14271,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,7,Shelter,CGI Bundle (72ft/bundle),All / Blanket,102,51,11772,9,,Completed,14/06/2015,30/07/2015,2 bundles of CGI is distributed,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda7ShelterCGI Bundle (72ft/bundle)10251,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,8,Shelter,CGI Bundle (72ft/bundle),All / Blanket,141,71,11772,9,,Completed,14/06/2015,30/07/2015,2 bundles of CGI is distributed,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda8ShelterCGI Bundle (72ft/bundle)14171,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,9,Shelter,CGI Bundle (72ft/bundle),All / Blanket,136,68,11772,8,,Completed,14/06/2015,30/07/2015,2 bundles of CGI is distributed,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda9ShelterCGI Bundle (72ft/bundle)13668,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,1,Shelter,Fixings,All / Blanket,64,64,1879,12,,Completed,14/06/2015,18/06/2015,Fixing kits were distributed with the CGI Sheets.,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda1ShelterFixings6464,
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,2,Shelter,Fixings,All / Blanket,55,55,1879,8,,Completed,14/06/2015,18/06/2015,Fixing kits were distributed with the CGI Sheets.,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda2ShelterFixings5555,
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,3,Shelter,Fixings,All / Blanket,66,66,1879,15,,Completed,14/06/2015,18/06/2015,Fixing kits were distributed with the CGI Sheets.,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda3ShelterFixings6666,
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,4,Shelter,Fixings,All / Blanket,47,47,1879,0,,Completed,14/06/2015,18/06/2015,Fixing kits were distributed with the CGI Sheets.,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda4ShelterFixings4747,
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,5,Shelter,Fixings,All / Blanket,165,165,1879,10,,Completed,14/06/2015,30/07/2015,Fixing kits were distributed with the CGI Sheets.,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda5ShelterFixings165165,
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,6,Shelter,Fixings,All / Blanket,71,71,1879,4,,Completed,14/06/2015,30/07/2015,Fixing kits were distributed with the CGI Sheets.,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda6ShelterFixings7171,
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,7,Shelter,Fixings,All / Blanket,51,51,1879,9,,Completed,14/06/2015,30/07/2015,Fixing kits were distributed with the CGI Sheets.,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda7ShelterFixings5151,
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,8,Shelter,Fixings,All / Blanket,71,71,1879,9,,Completed,14/06/2015,30/07/2015,Fixing kits were distributed with the CGI Sheets.,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda8ShelterFixings7171,
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,9,Shelter,Fixings,All / Blanket,68,68,1879,8,,Completed,14/06/2015,30/07/2015,Fixing kits were distributed with the CGI Sheets.,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda9ShelterFixings6868,
CARE,IOM,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,4,NFI,Kitchen Sets,All / Blanket,47,47,4000,0,,Completed,30/05/2015,07/06/2015,Kitchen set were distributed,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda4NFIKitchen Sets4747,
CARE,IOM,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,5,NFI,Kitchen Sets,All / Blanket,86,86,4000,10,,Completed,30/05/2015,07/06/2015,Kitchen set were distributed,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda5NFIKitchen Sets8686,
CARE,IOM,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,6,NFI,Kitchen Sets,All / Blanket,70,70,4000,4,,Completed,30/05/2015,07/06/2015,Kitchen set were distributed,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda6NFIKitchen Sets7070,
CARE,IOM,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,7,NFI,Kitchen Sets,All / Blanket,48,48,4000,9,,Completed,30/05/2015,07/06/2015,Kitchen set were distributed,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda7NFIKitchen Sets4848,
CARE,IOM,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,8,NFI,Kitchen Sets,All / Blanket,70,70,4000,9,,Completed,30/05/2015,07/06/2015,Kitchen set were distributed,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda8NFIKitchen Sets7070,
CARE,IOM,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,9,NFI,Kitchen Sets,All / Blanket,58,58,4000,8,,Completed,30/05/2015,07/06/2015,Kitchen set were distributed,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda9NFIKitchen Sets5858,
CARE,IOM,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,1,Shelter,Tarpaulin,All / Blanket,64,64,2400,,,Completed,,14/06/2015,Tarpaulin is distributed with CGI,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda1ShelterTarpaulin6464,Distribution of Shelter Material
CARE,IOM,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,2,Shelter,Tarpaulin,All / Blanket,55,55,2400,,,Completed,,14/06/2015,Tarpaulin is distributed with CGI,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda2ShelterTarpaulin5555,Distribution of Shelter Material
CARE,IOM,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,3,Shelter,Tarpaulin,All / Blanket,66,66,2400,,,Completed,,14/06/2015,Tarpaulin is distributed with CGI,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda3ShelterTarpaulin6666,Distribution of Shelter Material
CARE,IOM,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,4,Shelter,Tarpaulin,All / Blanket,47,47,2400,,,Completed,,14/06/2015,Tarpaulin is distributed with CGI,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda4ShelterTarpaulin4747,Distribution of Shelter Material
CARE,IOM,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,5,Shelter,Tarpaulin,All / Blanket,158,158,2400,,,Completed,,14/06/2015,Tarpaulin is distributed with CGI,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda5ShelterTarpaulin158158,Distribution of Shelter Material
CARE,IOM,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,6,Shelter,Tarpaulin,All / Blanket,70,70,2400,,,Completed,,14/06/2015,Tarpaulin is distributed with CGI,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda6ShelterTarpaulin7070,Distribution of Shelter Material
CARE,IOM,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,7,Shelter,Tarpaulin,All / Blanket,48,48,2400,,,Completed,,14/06/2015,Tarpaulin is distributed with CGI,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda7ShelterTarpaulin4848,Distribution of Shelter Material
CARE,IOM,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,8,Shelter,Tarpaulin,All / Blanket,70,70,2400,,,Completed,,14/06/2015,Tarpaulin is distributed with CGI,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda8ShelterTarpaulin7070,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Gumda,9,Shelter,Tarpaulin,All / Blanket,63,63,4800,,,Completed,,14/06/2015,Tarpaulin is distributed with CGI,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 044,CARESSICDCGorkhaGumda9ShelterTarpaulin6363,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Khoplang,1,Shelter,Tarpaulin,Targeted group,1,1,2400,0,,Completed,20/05/2015,20/05/2015,Tarpaulin were distributed with out NFI kits,26/09/2015,TRUE,Truck access,West,524 3 07 36,524 3 07 36 5 030,CARESSICDCGorkhaKhoplang1ShelterTarpaulin11,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Khoplang,2,Shelter,Tarpaulin,Targeted group,86,86,2400,3,,Completed,20/05/2015,20/05/2015,Tarpaulin were distributed with out NFI kits,26/09/2015,TRUE,Truck access,West,524 3 07 36,524 3 07 36 5 030,CARESSICDCGorkhaKhoplang2ShelterTarpaulin8686,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Khoplang,3,Shelter,Tarpaulin,Targeted group,15,15,2400,1,,Completed,20/05/2015,20/05/2015,Tarpaulin were distributed with out NFI kits,26/09/2015,TRUE,Truck access,West,524 3 07 36,524 3 07 36 5 030,CARESSICDCGorkhaKhoplang3ShelterTarpaulin1515,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Khoplang,4,Shelter,Tarpaulin,Targeted group,10,10,2400,0,,Completed,20/05/2015,20/05/2015,Tarpaulin were distributed with out NFI kits,26/09/2015,TRUE,Truck access,West,524 3 07 36,524 3 07 36 5 030,CARESSICDCGorkhaKhoplang4ShelterTarpaulin1010,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Khoplang,5,Shelter,Tarpaulin,Targeted group,3,3,2400,0,,Completed,20/05/2015,20/05/2015,Tarpaulin were distributed with out NFI kits,26/09/2015,TRUE,Truck access,West,524 3 07 36,524 3 07 36 5 030,CARESSICDCGorkhaKhoplang5ShelterTarpaulin33,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Khoplang,6,Shelter,Tarpaulin,Targeted group,11,11,2400,4,,Completed,20/05/2015,20/05/2015,Tarpaulin were distributed with out NFI kits,26/09/2015,TRUE,Truck access,West,524 3 07 36,524 3 07 36 5 030,CARESSICDCGorkhaKhoplang6ShelterTarpaulin1111,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Khoplang,7,Shelter,Tarpaulin,Targeted group,4,4,2400,0,,Completed,20/05/2015,20/05/2015,Tarpaulin were distributed with out NFI kits,26/09/2015,TRUE,Truck access,West,524 3 07 36,524 3 07 36 5 030,CARESSICDCGorkhaKhoplang7ShelterTarpaulin44,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Khoplang,8,Shelter,Tarpaulin,Targeted group,60,60,2400,0,,Completed,20/05/2015,20/05/2015,Tarpaulin were distributed with out NFI kits,26/09/2015,TRUE,Truck access,West,524 3 07 36,524 3 07 36 5 030,CARESSICDCGorkhaKhoplang8ShelterTarpaulin6060,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Khoplang,9,Shelter,Tarpaulin,Targeted group,34,34,2400,3,,Completed,20/05/2015,20/05/2015,Tarpaulin were distributed with out NFI kits,26/09/2015,TRUE,Truck access,West,524 3 07 36,524 3 07 36 5 030,CARESSICDCGorkhaKhoplang9ShelterTarpaulin3434,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Khoplang,Unknown,Shelter,Tarpaulin,Targeted group,100,100,2400,,,Completed,07/05/2015,07/05/2015,,26/09/2015,TRUE,Truck access,West,524 3 07 36,524 3 07 36 5 030,CARESSICDCGorkhaKhoplangUnknownShelterTarpaulin100100,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Laprak,1,Shelter,CGI Bundle (72ft/bundle),All / Blanket,160,80,11772,5,,Completed,19/06/2015,22/06/2015,2 bundles of CGI Sheets distributed per HH and tarps.,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 047,CARESSICDCGorkhaLaprak1ShelterCGI Bundle (72ft/bundle)16080,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Laprak,2,Shelter,CGI Bundle (72ft/bundle),All / Blanket,172,86,11772,6,,Completed,19/06/2015,22/06/2015,2 bundles of CGI Sheets distributed per HH and tarps.,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 047,CARESSICDCGorkhaLaprak2ShelterCGI Bundle (72ft/bundle)17286,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Laprak,3,Shelter,CGI Bundle (72ft/bundle),All / Blanket,110,55,11772,7,,Completed,19/06/2015,22/06/2015,2 bundles of CGI Sheets distributed per HH and tarps.,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 047,CARESSICDCGorkhaLaprak3ShelterCGI Bundle (72ft/bundle)11055,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Laprak,4,Shelter,CGI Bundle (72ft/bundle),All / Blanket,130,65,11772,1,,Completed,19/06/2015,22/06/2015,2 bundles of CGI Sheets distributed per HH and tarps.,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 047,CARESSICDCGorkhaLaprak4ShelterCGI Bundle (72ft/bundle)13065,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Laprak,5,Shelter,CGI Bundle (72ft/bundle),All / Blanket,82,41,11772,10,,Completed,19/06/2015,22/06/2015,2 bundles of CGI Sheets distributed per HH and tarps.,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 047,CARESSICDCGorkhaLaprak5ShelterCGI Bundle (72ft/bundle)8241,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Laprak,6,Shelter,CGI Bundle (72ft/bundle),All / Blanket,168,84,11772,0,,Completed,19/06/2015,22/06/2015,2 bundles of CGI Sheets distributed per HH and tarps.,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 047,CARESSICDCGorkhaLaprak6ShelterCGI Bundle (72ft/bundle)16884,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Laprak,7,Shelter,CGI Bundle (72ft/bundle),All / Blanket,110,55,11772,1,,Completed,19/06/2015,22/06/2015,2 bundles of CGI Sheets distributed per HH and tarps.,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 047,CARESSICDCGorkhaLaprak7ShelterCGI Bundle (72ft/bundle)11055,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Laprak,8,Shelter,CGI Bundle (72ft/bundle),All / Blanket,126,63,11772,0,,Completed,19/06/2015,22/06/2015,2 bundles of CGI Sheets distributed per HH and tarps.,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 047,CARESSICDCGorkhaLaprak8ShelterCGI Bundle (72ft/bundle)12663,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Laprak,9,Shelter,CGI Bundle (72ft/bundle),All / Blanket,150,75,11772,0,,Completed,19/06/2015,22/06/2015,2 bundles of CGI Sheets distributed per HH and tarps.,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 047,CARESSICDCGorkhaLaprak9ShelterCGI Bundle (72ft/bundle)15075,Distribution of Shelter Material
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Laprak,1,Shelter,Tool kits,All / Blanket,27,80,1879,5,,Completed,19/06/2015,22/06/2015,1 shelter tool kit shared by 3 HHs,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 047,CARESSICDCGorkhaLaprak1ShelterTool kits2780,
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Laprak,2,Shelter,Tool kits,All / Blanket,30,86,1879,7,,Completed,19/06/2015,22/06/2015,1 shelter tool kit shared by 3 HHs,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 047,CARESSICDCGorkhaLaprak2ShelterTool kits3086,
CARE,,SSICDC,Madhav  Dhakal,Madhav.Dhakal@care.org,9855063459,Gorkha,Laprak,3,Shelter,Tool kits,All / Blanket,18,55,1879,7,,Completed,19/06/2015,22/06/2015,1 shelter tool kit shared by 3 HHs,26/09/2015,TRUE,No road access - possible helicopter landing sites,West,524 3 07 36,524 3 07 36 5 047,CARESSICDCGorkhaLaprak3ShelterTool kits1855,
